term_original,best_domain
Cronic Migraine,migraine_headache
headache top to back of head,migraine_headache
migraine without aura ,migraine_headache
Chronic migrainr,migraine_headache
ice pick headache,migraine_headache
throbbing headache behind temples,migraine_headache
Front Lobe Headache,migraine_headache
occular migraine,migraine_headache
Headache Behind Eye,migraine_headache
Tension headache,migraine_headache
light headead dizzy,migraine_headache
vertiginous migraine,migraine_headache
Migraine headache,migraine_headache
Migraine Associated Vertigo,migraine_headache
anxiety or anger inducing migraine,migraine_headache
Period Migraine,migraine_headache
Migraines with Aura,migraine_headache
blurred vision no migraine,migraine_headache
Generalized Headache,migraine_headache
tension headach,migraine_headache
Complicated Migraine,migraine_headache
Rebound headaches,migraine_headache
constant headache,migraine_headache
Chronic daily migranes,migraine_headache
Head pains,migraine_headache
spinal headache,migraine_headache
post traumatic headaches,migraine_headache
migraines ,migraine_headache
stress headaches,migraine_headache
concussion symptoms,migraine_headache
Chronic Headache,migraine_headache
SUNCT Headache,migraine_headache
migrane headaches,migraine_headache
Top of Head Headache,migraine_headache
low grade migraine ,migraine_headache
throbbing migraine ,migraine_headache
light headedness,migraine_headache
Tension Headaches,migraine_headache
headache naps,migraine_headache
new symptom - constant headache,migraine_headache
Perpetual Migraine Aura,migraine_headache
Hemeplegic Migraines,migraine_headache
Headache,migraine_headache
intense migraine ,migraine_headache
head hurts,migraine_headache
Facial tension forehead,migraine_headache
Migraineheadache,migraine_headache
mild headache,migraine_headache
Migraine,migraine_headache
bad headache,migraine_headache
Migraines + headaches,migraine_headache
headache upon waking,migraine_headache
pressure in head ,migraine_headache
head ache,migraine_headache
Intractable migraine,migraine_headache
Complex Migrains,migraine_headache
Chronic daily headaches,migraine_headache
Chronic Migraines,migraine_headache
Exercise Headache,migraine_headache
Atypical Migraine,migraine_headache
Head,migraine_headache
head fog,migraine_headache
Ophthalmic Migraine,migraine_headache
hemiplegic migraine,migraine_headache
headache right side,migraine_headache
back and top of scalp numb,migraine_headache
full brain headache,migraine_headache
Migraines/Headaches,migraine_headache
Aura START of headache,migraine_headache
shooting head pains,migraine_headache
eye socket head pain,migraine_headache
pounding pulse head pain,migraine_headache
Ice Pick Headaches ,migraine_headache
daily tension headaches,migraine_headache
burning back of head pain,migraine_headache
squeezer sides headache,migraine_headache
Migrane,migraine_headache
severe migraines,migraine_headache
headache around eyes,migraine_headache
Headache - Dehydration,migraine_headache
Headaches,migraine_headache
Right Headache,migraine_headache
morning headache,migraine_headache
Vestibular migraines,migraine_headache
FFA Head Pain,migraine_headache
Status Migrainosus,migraine_headache
chronical headache,migraine_headache
idiopathic stabbing headache,migraine_headache
frontal head pressure,migraine_headache
Left Headache,migraine_headache
migraine hangover ,migraine_headache
sound sensitivity head pain,migraine_headache
motion head pain,migraine_headache
headache with vomitting,migraine_headache
splitting middle head pain center,migraine_headache
migraine aura,migraine_headache
Overall headache,migraine_headache
Headache on right side of the head,migraine_headache
daily chronic headaches,migraine_headache
Migraines / Headaches,migraine_headache
Acephalgic migraine,migraine_headache
head pain when bending/squatting,migraine_headache
"""shock"" feeling in scalp/face",migraine_headache
Optic neuritis,multiple_sclerosis
Neuromyelitis optica,multiple_sclerosis
Optic Nerve Drusen,multiple_sclerosis
Chronic Inflammatory Demyelinating ,multiple_sclerosis
Multiple sclerosis,multiple_sclerosis
primary progressive multiple sclerosis,multiple_sclerosis
MS,multiple_sclerosis
Superior Canal Dehiscence Syndrome,multiple_sclerosis
Left arm weakness ,neck_shoulder_pain
swollen glands - neck,neck_shoulder_pain
Sore wrists,neck_shoulder_pain
Pouchitis,neck_shoulder_pain
Sprained shoulder,neck_shoulder_pain
Sprained index finger,neck_shoulder_pain
Neck Pain L,neck_shoulder_pain
Sore shoulders,neck_shoulder_pain
Stiff wrists,neck_shoulder_pain
Brachial plexus injury,neck_shoulder_pain
left forearm swollen ,neck_shoulder_pain
bump on neck,neck_shoulder_pain
R Shoulder/Neck Pain,neck_shoulder_pain
Neck Pain R,neck_shoulder_pain
lump in neck,neck_shoulder_pain
tight neck and shoulders,neck_shoulder_pain
tight neck,neck_shoulder_pain
shoulder knot,neck_shoulder_pain
Left Elbow Injury ,neck_shoulder_pain
chronic shoulder pain,neck_shoulder_pain
Right Shoulder Injury,neck_shoulder_pain
DeQuervains tendonitis ,neck_shoulder_pain
Rotator cuff injury,neck_shoulder_pain
left shoulder: pain; swelling; redness; grinding; popping,neck_shoulder_pain
shoulder pain right,neck_shoulder_pain
shoulder pain left,neck_shoulder_pain
tendon strain,neck_shoulder_pain
Left shoulder injury,neck_shoulder_pain
trochanteric bursitis,neck_shoulder_pain
Neck Pain - left side,neck_shoulder_pain
Separated shoulder,neck_shoulder_pain
mucle pain,neck_shoulder_pain
wrist Left,neck_shoulder_pain
pain in shoulders,neck_shoulder_pain
Right Wrist stiffness/strain,neck_shoulder_pain
Neck pain,neck_shoulder_pain
right neck back,neck_shoulder_pain
neck ache,neck_shoulder_pain
pain in in shoulders back of the neck quite intense.,neck_shoulder_pain
bursitis shoulder,neck_shoulder_pain
shoulder joint popping,neck_shoulder_pain
Torn Dorsal Calcaneonavicular Ligament,neck_shoulder_pain
Bilateral Bursitis,neck_shoulder_pain
shoulder spasms ,neck_shoulder_pain
left shoulder blade pain,neck_shoulder_pain
bi-lateral shoulder surgeries,neck_shoulder_pain
tendonitis in wright wrist/ hand,neck_shoulder_pain
Left shoulder hypermobility ,neck_shoulder_pain
left shoulder socket pain,neck_shoulder_pain
right shoulder socket pain,neck_shoulder_pain
painful neck popping,neck_shoulder_pain
painful lower neck catch,neck_shoulder_pain
right front shoulder,neck_shoulder_pain
stiff shoulder/neck,neck_shoulder_pain
neck/jaw pain,neck_shoulder_pain
Tender to touch neck,neck_shoulder_pain
severe neck pain,neck_shoulder_pain
Dislocated shoulder,neck_shoulder_pain
Sprained Wrist,neck_shoulder_pain
sore neck,neck_shoulder_pain
Extensor Tendonitis,neck_shoulder_pain
Wrist right,neck_shoulder_pain
neck swelling,neck_shoulder_pain
scapular pain,neck_shoulder_pain
Dislocated Right Shoulder,neck_shoulder_pain
neck pain at base of scull,neck_shoulder_pain
Shoulder pain,neck_shoulder_pain
stiff neck,neck_shoulder_pain
right neck and shoulder pain,neck_shoulder_pain
torn muscle,neck_shoulder_pain
sore neck head and shoulders,neck_shoulder_pain
shoulder elbow wrist hand finger pain,neck_shoulder_pain
neck stiffness,neck_shoulder_pain
shoulder/neck pain,neck_shoulder_pain
right upper outer arm pain,neck_shoulder_pain
right shoulder blade pain,neck_shoulder_pain
"arm, shoulder, and chest ache",neck_shoulder_pain
Bursitis Right Shoulder,neck_shoulder_pain
rotary cuff repair,neck_shoulder_pain
shoulder,neck_shoulder_pain
Bursitis,neck_shoulder_pain
bilateral  shoulder pain,neck_shoulder_pain
bicipital tendinopathy,neck_shoulder_pain
multidirectional shoulder instability,neck_shoulder_pain
right shoulder: pain; swelling; redness; grinding; popping,neck_shoulder_pain
shoulder blade burn ,neck_shoulder_pain
Left shoulder,neck_shoulder_pain
bursitis shoulder pain ,neck_shoulder_pain
Left Neck Pain,neck_shoulder_pain
inflamed forearm,neck_shoulder_pain
Right Neck Pain,neck_shoulder_pain
neck,neck_shoulder_pain
"Shoulder Bursitis, right",neck_shoulder_pain
stiff shoulder and neck,neck_shoulder_pain
neck tightness,neck_shoulder_pain
shoulder labrum tear,neck_shoulder_pain
"Shoulder Bursitis, left",neck_shoulder_pain
pain in right arm and difficulty picking things up,neck_shoulder_pain
tendonitis hamstrings right,neck_shoulder_pain
Neck pull,neck_shoulder_pain
wrists,neck_shoulder_pain
top/front shoulder,neck_shoulder_pain
Shoulder injury,neck_shoulder_pain
sternum tension,neck_shoulder_pain
bursitis left hip,neck_shoulder_pain
shoulders and neck pain,neck_shoulder_pain
neck pulling ,neck_shoulder_pain
Shoulder ache ,neck_shoulder_pain
neck dislocation,neck_shoulder_pain
Neck & Shoulder Pain,neck_shoulder_pain
sore right shoulder,neck_shoulder_pain
"neck pain, sharp",neck_shoulder_pain
Frozen shoulder,neck_shoulder_pain
"Neck/Shoulder Stiffness, Left Side",neck_shoulder_pain
Shoulder strain,neck_shoulder_pain
spleen pain,neck_shoulder_pain
shoulder blade pain,neck_shoulder_pain
top shoulder muscles,neck_shoulder_pain
Hip Bursitis,neck_shoulder_pain
sore sacrum,neck_shoulder_pain
Left Shoulder Stiffness,neck_shoulder_pain
tingling shoulder muscle ,neck_shoulder_pain
pain in my right shoulder blade,neck_shoulder_pain
hurt if I hold  my arm over my head ,neck_shoulder_pain
pain in neck,neck_shoulder_pain
right shoulder pain,neck_shoulder_pain
Broken wrist/broken hand,neck_shoulder_pain
Left shoulder pain,neck_shoulder_pain
pain across my shoulders,neck_shoulder_pain
left anterior shoulder pain,neck_shoulder_pain
left wrist tendinitis,neck_shoulder_pain
right shoulder stiffness,neck_shoulder_pain
labrum tear,neck_shoulder_pain
neck shoulder back pain,neck_shoulder_pain
Sacroiliitis,neck_shoulder_pain
Right shoulder tightness and burning,neck_shoulder_pain
tendinitis right elbow,neck_shoulder_pain
L Shoulder Pain,neck_shoulder_pain
shoulder/back pain,neck_shoulder_pain
"Rotator cuff injury, right shoulder",neck_shoulder_pain
neck soreness,neck_shoulder_pain
subluxation - R shoulder,neck_shoulder_pain
neck lymphnode pain/pressure,neck_shoulder_pain
shoulder pain/upper back,neck_shoulder_pain
elbow,neck_shoulder_pain
left neck and shoulder pain,neck_shoulder_pain
deep pain at crease of neck,neck_shoulder_pain
neck tension right side,neck_shoulder_pain
Neck/shoulder pain ,neck_shoulder_pain
Neck Pain: Day,neck_shoulder_pain
Neck Pain: Night,neck_shoulder_pain
shoulder bursitis,neck_shoulder_pain
muscle weakness in right arm,neck_shoulder_pain
wrist stiffness,neck_shoulder_pain
"Fused Neck C5-C6, Stiff &/or Pain",neck_shoulder_pain
Neck Injury,neck_shoulder_pain
painful neck or neck spasms,neck_shoulder_pain
Broken collarbone,neck_shoulder_pain
neck and shoulder pain,neck_shoulder_pain
neck tension,neck_shoulder_pain
swollen neck,neck_shoulder_pain
Right Shoulder Bursitis ,neck_shoulder_pain
shoulder pain - trapezius,neck_shoulder_pain
Shoulder joint pain,neck_shoulder_pain
Shoulder Sublux/Pain,neck_shoulder_pain
Left Scapula Pain,neck_shoulder_pain
tendonitis in shoulder,neck_shoulder_pain
sprained neck,neck_shoulder_pain
left anterior neck fullness/discomfort,neck_shoulder_pain
Chronic neck/shoulder pain,neck_shoulder_pain
Bigger pain in specific area e.g. right shoulder,neck_shoulder_pain
subluxation - L shoulder,neck_shoulder_pain
Right side neck pain,neck_shoulder_pain
shoulder tear,neck_shoulder_pain
brachial plexitis,neck_shoulder_pain
failed neck syndrome ,neck_shoulder_pain
Posterior cruciate ligament injury,neck_shoulder_pain
"arm, shoulder and chest ache ",neck_shoulder_pain
collarbone pain,neck_shoulder_pain
trap neck pain,neck_shoulder_pain
arm mucle weakness,neck_shoulder_pain
Shoulder impingement,neck_shoulder_pain
pinched nerves in neck,neck_shoulder_pain
diabetic peripheral neuropathy,neuropathy_crps
leg tingling,neuropathy_crps
nerve pain on the top of my feet,neuropathy_crps
numbness in left foot,neuropathy_crps
Facial Tingling,neuropathy_crps
severely sensitive nervous system,neuropathy_crps
Nerve damage pain,neuropathy_crps
nerve root compression,neuropathy_crps
Limb Numbness,neuropathy_crps
foot tingling,neuropathy_crps
face numbness,neuropathy_crps
pins and needles,neuropathy_crps
toe tingling when sitting too long ,neuropathy_crps
nerve damage,neuropathy_crps
lower leg numbness,neuropathy_crps
right foot tingling,neuropathy_crps
body tingling,neuropathy_crps
nerve entrapments,neuropathy_crps
hereditary neuropathy with liability to pressure palsies ,neuropathy_crps
numbness and tingling left hand,neuropathy_crps
Autonomic Nerve Disorder,neuropathy_crps
sensiomotor polyneuropathy,neuropathy_crps
nerve pain right foot,neuropathy_crps
Leg numbness,neuropathy_crps
Segmental Dysfunction of Sacral Region,neuropathy_crps
nerve tingling,neuropathy_crps
ulnar neuropathy,neuropathy_crps
numbness hands,neuropathy_crps
"nerve pain, wrist",neuropathy_crps
Numbness and tingling in my left hand,neuropathy_crps
numbness tingling left foot,neuropathy_crps
numbness in feet,neuropathy_crps
hand neuropathy,neuropathy_crps
tingling toes,neuropathy_crps
Trigeminal Neuropathy,neuropathy_crps
random numb tingling in arms,neuropathy_crps
optical nerve damage,neuropathy_crps
numbness tingling right foot,neuropathy_crps
Shrunken Ulna Nerve,neuropathy_crps
Numbness and Tingling in Legs and Fee,neuropathy_crps
tingling & numb fingers/hands,neuropathy_crps
numbness and tingling left foot,neuropathy_crps
burning sensation,neuropathy_crps
chronic neuropathy,neuropathy_crps
numbness finger,neuropathy_crps
numbness tingling right hand,neuropathy_crps
electric shock sensations,neuropathy_crps
Corneal Neuropathy,neuropathy_crps
leg neuropathy,neuropathy_crps
numb hands,neuropathy_crps
"tingling face, sensitivity",neuropathy_crps
numb lip,neuropathy_crps
numbness all over,neuropathy_crps
PUDENDAL NEUROPATHY,neuropathy_crps
tingley at the end of my right fingers,neuropathy_crps
numbness in right foot,neuropathy_crps
peripheral neuopathy,neuropathy_crps
numbness left foot,neuropathy_crps
Numb Hand,neuropathy_crps
tingling teeth and tongue,neuropathy_crps
nerve sensitivity,neuropathy_crps
nerve pain arms,neuropathy_crps
tingling in legs,neuropathy_crps
numb face,neuropathy_crps
Numb foot,neuropathy_crps
Polyneuropathy,neuropathy_crps
arm numbness,neuropathy_crps
Numbness in fingers,neuropathy_crps
Peripheral nerve injuries,neuropathy_crps
facial numbness,neuropathy_crps
small fiber sensory neuropathy ,neuropathy_crps
neuropathy hands and wrists,neuropathy_crps
Tingling left leg,neuropathy_crps
small nerve fiber polyneuropathy,neuropathy_crps
Finger Numbness ,neuropathy_crps
neuropathy (legs/feet),neuropathy_crps
Hereditary Neuropathy with Liability to Pressure Palsy (HNPP),neuropathy_crps
Facial Numbness L,neuropathy_crps
tingling tongue,neuropathy_crps
Autonomic neuropathy,neuropathy_crps
numbness legs,neuropathy_crps
foot numbness,neuropathy_crps
central nervous sensitivity,neuropathy_crps
Pinched nerve,neuropathy_crps
sensory neuropathy ,neuropathy_crps
sacral nerve pain,neuropathy_crps
Numbness L calf,neuropathy_crps
Tingling in Feet,neuropathy_crps
jumpy nerves,neuropathy_crps
tingling in toes,neuropathy_crps
Nerve Sensations,neuropathy_crps
pins and needles in hands and feet,neuropathy_crps
tingling foot,neuropathy_crps
thumb nerve pain,neuropathy_crps
toe numbness,neuropathy_crps
peripheral polyneuropathy,neuropathy_crps
numb limbs,neuropathy_crps
numb fingers,neuropathy_crps
Periferial neuropathy,neuropathy_crps
left thumb tingling pain,neuropathy_crps
numbess feet,neuropathy_crps
numb extremeties,neuropathy_crps
numbness fingers,neuropathy_crps
numbness in hands and feet,neuropathy_crps
toes numb,neuropathy_crps
Tingling,neuropathy_crps
loss of feeling in right hand,neuropathy_crps
numbness in upper leg,neuropathy_crps
numbness and tingling in arms and fingers,neuropathy_crps
L numb toe,neuropathy_crps
tingling in hands,neuropathy_crps
numb hands or limbs ,neuropathy_crps
numbness in arms,neuropathy_crps
tingle/numb hand/finger ,neuropathy_crps
arm tingling,neuropathy_crps
Neuralgia,neuropathy_crps
numbness in big toe R,neuropathy_crps
supraorbital Neuralgia,neuropathy_crps
neuropathy,neuropathy_crps
Idiopathic Neuropathy,neuropathy_crps
Thumb tingling,neuropathy_crps
tingling hands,neuropathy_crps
loss of feeling in left hand,neuropathy_crps
numbness and tingling all over ,neuropathy_crps
neuropathy pain ,neuropathy_crps
Peripheral neuropathy,neuropathy_crps
middle toes of right foot numb,neuropathy_crps
numbness hands and feet,neuropathy_crps
Nerve pain,neuropathy_crps
face numbness/heightened sensation,neuropathy_crps
vagus nerve damage ,neuropathy_crps
Feet Tingling,neuropathy_crps
arm tingle amd numbness,neuropathy_crps
chemotherapy neuropathy,neuropathy_crps
hands and feet tingle,neuropathy_crps
numbness f,neuropathy_crps
numb/tingly face,neuropathy_crps
that weird nerve thing,neuropathy_crps
numbness and tingling,neuropathy_crps
loss of sensation ,neuropathy_crps
fingers feel broken,neuropathy_crps
Stinging nerve pain in fingers and toes,neuropathy_crps
numbness in hands,neuropathy_crps
left foot numbness,neuropathy_crps
nerve,neuropathy_crps
hand numbness,neuropathy_crps
tongue numbness,neuropathy_crps
numbness in toes,neuropathy_crps
numbness in ,neuropathy_crps
numb legs and feet,neuropathy_crps
left facial numbness,neuropathy_crps
lower lip tingling,neuropathy_crps
numbness feet,neuropathy_crps
numbness in arm and legs nearly all over body ,neuropathy_crps
Siatic nerve ,neuropathy_crps
fingers numbness,neuropathy_crps
Chronic Idiopathic Neuropathy,neuropathy_crps
numbness in arms and legs,neuropathy_crps
hypersensitive nerves,neuropathy_crps
Central Nervous System Sensitisation ,neuropathy_crps
numbness,neuropathy_crps
fingers numb,neuropathy_crps
R Leg Numbness,neuropathy_crps
face tingling,neuropathy_crps
Small Fiber Neuropathy,neuropathy_crps
Toe tingling pain,neuropathy_crps
Neuropathy undifferented,neuropathy_crps
nerve spasms,neuropathy_crps
Nerve palsy,neuropathy_crps
numb hands and feet,neuropathy_crps
tingeling and slight numbness in right arm,neuropathy_crps
numb feet,neuropathy_crps
numb hands and fingers ,neuropathy_crps
numbness in left arm,neuropathy_crps
Inflammatory Neuropathy,neuropathy_crps
Numbness & Tingling,neuropathy_crps
small fiber peripheral neuropathy,neuropathy_crps
autoimmune small fiber neuropathy,neuropathy_crps
Neurogenic claudication,neuropathy_crps
Trapped nerve,neuropathy_crps
pins and needles in legs and feet,neuropathy_crps
lower nerve pain,neuropathy_crps
tingling/ numbness,neuropathy_crps
muscle tingle,neuropathy_crps
tingling back,neuropathy_crps
numbness in left face,neuropathy_crps
bilateral numbness/tingling hands,neuropathy_crps
Numbness front of leg,neuropathy_crps
nerve pain right hand,neuropathy_crps
numbness in right hand,neuropathy_crps
mystery neuropathy,neuropathy_crps
Numb Tongue,neuropathy_crps
Numbness Around Right Eye,neuropathy_crps
tingles,neuropathy_crps
Radiopathic Nerve Pain,neuropathy_crps
tingling feet,neuropathy_crps
PNES,nonepileptic seizure
psoraisis,nonepileptic seizure
P.O.T.S,nonepileptic seizure
phn,nonepileptic seizure
clumsiness,ocd
compulsive overeating,ocd
Trichotillomania,ocd
Indecisiveness ,ocd
impulsive,ocd
Body Repetitive Behaviour,ocd
aggression,ocd
addiction,ocd
Compulsive Skin Picking,ocd
Impulsivity,ocd
Self Harm Ideations,ocd
rhinotillexomania,ocd
compulsions,ocd
Obsessive Compulsive Disorder,ocd
obsessive compulsions ,ocd
Coudes,ocd
Compulsive sexual behavior,ocd
obsessive compulsive personality disorder,ocd
body focused repetitive behavior,ocd
Dystopia,ocd
ocd computer,ocd
Computer addiction,ocd
Compulsive thinking,ocd
ocd intrusive thoughts,ocd
needing to touch things,ocd
OCD,ocd
behavior,ocd
Inattention,ocd
self harm urges,ocd
Obsessive-compulsive disorder,ocd
calcinosis,oncology
colloid cyst,oncology
Colon cancer,oncology
primary lymphodema,oncology
Melasma,oncology
Recurrent breast cancer,oncology
colon tumour,oncology
Hairy cell leukemia,oncology
Tumor,oncology
brca carcinoma,oncology
Skin cancer,oncology
Leukemia,oncology
Carotid Tumor,oncology
Lymphoma,oncology
Melanoma,oncology
basal cell carcinoma ,oncology
Kidney cancer,oncology
Paraganglioma,oncology
hodgkins lymphoma,oncology
Eye Cancer,oncology
pitutary adenoma ,oncology
Warthin’s Tumor,oncology
Carcinoid syndrome,oncology
pvns tumors,oncology
Jeremy the lump,oncology
gynocomastia,oncology
Breast Lumps,oncology
Rhabdomyosarcoma,oncology
Hemangioma,oncology
colon cancer survivor,oncology
Cancer,oncology
Desmoid tumors,oncology
Mouth cancer,oncology
Lung cancer,oncology
apocrine metaplasia,oncology
acute lymphoblastic leukemia,oncology
cancer survivor,oncology
lipodeoma ,oncology
Nonmelanoma skin cancer,oncology
Merkel cell carcinoma,oncology
Chronic Myeloid Leukemia,oncology
Brain tumor,oncology
brin cancer,oncology
malignant carcinoid syndrome,oncology
Breast cancer,oncology
Chemotherapy Side,oncology
leiomyosarcoma,oncology
Prostate cancer,oncology
Chemotherapy,oncology
Carcinoid tumors,oncology
Chronic myelogenous leukemia,oncology
myofasial ,oncology
Lesions,oncology
Colorectal Cancer,oncology
Small bowel cancer,oncology
Lymphodema,oncology
Islet cell cancer,oncology
Lipoma,oncology
Chronic lymphocytic leukemia,oncology
Ampullary cancer,oncology
pseudo tumor cerebr,oncology
stage 4 breast cancer,oncology
Lymphocytosis,oncology
Head and neck cancers,oncology
Glioma,oncology
Bone cancer,oncology
disc degenerative disease,osteoarthritis_spine
Somatic Dysfuntion Cervical (neck) region,osteoarthritis_spine
Becker Muscular Dystrophy,osteoarthritis_spine
hip cartilage loss,osteoarthritis_spine
degenerative disc deseas,osteoarthritis_spine
cervical bulging disc,osteoarthritis_spine
disc prolapse,osteoarthritis_spine
Cervical Instability,osteoarthritis_spine
Reverse Cervical Lordosis ,osteoarthritis_spine
Osteoporosis,osteoarthritis_spine
bulging disk,osteoarthritis_spine
buldged disc,osteoarthritis_spine
Disc degeration,osteoarthritis_spine
Bulging Disc,osteoarthritis_spine
lumbar spondylolysis,osteoarthritis_spine
degenerative disk disease,osteoarthritis_spine
Degenerative Disc Disease,osteoarthritis_spine
degenerative spondylosis,osteoarthritis_spine
spondylosis,osteoarthritis_spine
anular tears in discs,osteoarthritis_spine
spondylolisthesis,osteoarthritis_spine
degenerative bone disease,osteoarthritis_spine
bulging discs,osteoarthritis_spine
degerative disc disease,osteoarthritis_spine
spondlituse ,osteoarthritis_spine
Spondylolsthesis ,osteoarthritis_spine
Posterior cortical atrophy,osteoarthritis_spine
worn disc in neck,osteoarthritis_spine
buldging disc,osteoarthritis_spine
degenerative disk,osteoarthritis_spine
ankolysling spondylosis ,osteoarthritis_spine
degenerative dusc disease,osteoarthritis_spine
disgenerative disc disease,osteoarthritis_spine
protruding disc,osteoarthritis_spine
disc bulges,osteoarthritis_spine
disc bulge,osteoarthritis_spine
Bilateral  Osteoporosis ,osteoarthritis_spine
Cervical spondylosis,osteoarthritis_spine
degerative disk desease,osteoarthritis_spine
Prolapsed Discs,osteoarthritis_spine
lumbar spondylosis,osteoarthritis_spine
prolapse of intervertebral disc,osteoarthritis_spine
lumbosacral spondylosis,osteoarthritis_spine
diskusprolaps ryg,osteoarthritis_spine
degineritive disk disease,osteoarthritis_spine
Neurological disorder,parkinson_movement
Parkinson's disease,parkinson_movement
Functional movement disorder,parkinson_movement
abnormal gait ,parkinson_movement
hereditary spastic para,parkinson_movement
supraspinatus syndrome,parkinson_movement
Movement disorders,parkinson_movement
Wolff-Parkinson-White syndrome,parkinson_movement
limb dystonia,parkinson_movement
parkinson,parkinson_movement
periodic limb movement disorder,parkinson_movement
neurological problems,parkinson_movement
Functional nurological movement disorder,parkinson_movement
Neuro Muscular Condition,parkinson_movement
Mitochondrial disorder,parkinson_movement
unnamed neurological disorder,parkinson_movement
Movement Disorder,parkinson_movement
Periodic Limb Movement Disorder (PLMD),parkinson_movement
spastic paraplegia,parkinson_movement
Parkinsonism,parkinson_movement
polycystic ovarian syndrome,pcos
pos ovu,pcos
PMS/PCOS,pcos
Polycystic ovary syndrome,pcos
pcos pain,pcos
PCOS/Pain,pcos
ovarian cyst,pcos
Primary ovarian Insuffi,pcos
ovaries,pcos
Polycystic ovary syndrome (PCOS),pcos
Polycystic Ovaries,pcos
Familial adenomatous polyposis,pcos
PCOS,pcos
premenstrual dysphoric disorder,pmdd
PMDD,pmdd
pmt,pmdd
bdd,pmdd
DDD,pmdd
Premenstrual disphoric disorder,pmdd
Premenstrual syndrome (PMS),pmdd
Pre Menstrual Dysphoric Disorder,pmdd
premenstrual dysmorphic disorder ,pmdd
cytomeglovirus,post_viral_infection
EBV,post_viral_infection
recurring fever,post_viral_infection
viral infection,post_viral_infection
Viral Illness ,post_viral_infection
Virus,post_viral_infection
Cyclic Fever,post_viral_infection
Chronic Active Epstein Barr,post_viral_infection
Chronic Epstein-Barr virus,post_viral_infection
Epstein barr,post_viral_infection
Viral,post_viral_infection
West Nile virus,post_viral_infection
cytomegalovirus,post_viral_infection
herpes virus,post_viral_infection
Prehlada/Virus,post_viral_infection
Cytomegalovirus (CMV) infection,post_viral_infection
HBV,post_viral_infection
viral cold,post_viral_infection
Chronic Ebstein Barr Virus,post_viral_infection
Hsv2,post_viral_infection
Infectious diseases,post_viral_infection
Viral Pink Eye,post_viral_infection
chronic EBV,post_viral_infection
RCVS,post_viral_infection
Fever,post_viral_infection
cold virus,post_viral_infection
Viral hemorrhagic fevers,post_viral_infection
chronic viral infections,post_viral_infection
HSV-1,post_viral_infection
Norovirus infection,post_viral_infection
Ebstein Barr Virus,post_viral_infection
Chronic Epstein Barr Virus ,post_viral_infection
Mononucleosis,post_viral_infection
Epstein-Barr,post_viral_infection
reactivated ebv,post_viral_infection
Parvovirus infection,post_viral_infection
Chronic Ebstein Barr,post_viral_infection
HSV1,post_viral_infection
Chronic Epstein Barr Infection,post_viral_infection
BV,post_viral_infection
Epstein-Barr Virus,post_viral_infection
Epstein Barr Virus,post_viral_infection
Virus or Short Term Illness,post_viral_infection
mycoplasma pneumonia,post_viral_infection
Brucellosis,post_viral_infection
Supraventricular Tachaychardia,pots_dysautonomia
Postural Orthostatic Tachycardia Syndrom,pots_dysautonomia
Neurogenic Orthostatic Hypotension,pots_dysautonomia
persistent postural perceptual dizziness,pots_dysautonomia
postural orthostatic tachycardia syndrome (POTS),pots_dysautonomia
neuro cardiogenic syncope,pots_dysautonomia
Postural Orthostatic Tachycardia Syndrome,pots_dysautonomia
near-syncope,pots_dysautonomia
dizziness on standing,pots_dysautonomia
bilateral vestibular hypofunction,pots_dysautonomia
faint upon standing,pots_dysautonomia
postural orthastatic tachycardia syndrome ,pots_dysautonomia
postural orthostatic t,pots_dysautonomia
positional orthostatic tachycardia syndrome,pots_dysautonomia
Vasovagal syncope,pots_dysautonomia
postural orthostatic tachacardia ,pots_dysautonomia
Precordial Catch Syndrome,pots_dysautonomia
Neurocardiogenic Syncope,pots_dysautonomia
Neocardiogenic syncope,pots_dysautonomia
postural orthostatic tachycardial syndrome,pots_dysautonomia
Vestibular Peripheral Hypofunction,pots_dysautonomia
Postural Orthstatic tachycardia ,pots_dysautonomia
postular orthostatic tachycardia syndrome,pots_dysautonomia
Pre-Syncope,pots_dysautonomia
vestibular dysfunction,pots_dysautonomia
Overall Orthostatic Intolerance,pots_dysautonomia
Syncope,pots_dysautonomia
Preventricular Contractions ,pots_dysautonomia
posture,pots_dysautonomia
Tetralogy of Fallot,pots_dysautonomia
Postorthostatic Tachycardia Syndrome,pots_dysautonomia
hyperadrenergic postural orthostatic tachycardia syndrome ,pots_dysautonomia
Postral Orthostatic Tachycardia Syndrome,pots_dysautonomia
Orthostatic hypotension,pots_dysautonomia
Postural Othorstatic Tachycardia Syndrome (POTS),pots_dysautonomia
postural tachycardia syndrome,pots_dysautonomia
postrual orthostatic tachycardia syndrome,pots_dysautonomia
Postural orthostatic tachycardia,pots_dysautonomia
dizziness upon standing,pots_dysautonomia
Orthostatic intolerance,pots_dysautonomia
dizziness/balance,pots_dysautonomia
Postural Othostatic Tachycardia Syndrome,pots_dysautonomia
Orthostatic hypotension (postural hypotension),pots_dysautonomia
Postural Orthostatic Tachyardia ,pots_dysautonomia
weak immune system,primary_immunology
Immune dysfunction,primary_immunology
Common variable immunodeficiency,primary_immunology
Selective IgA deficiency,primary_immunology
IgA Deficiency,primary_immunology
secondary immunodeficency ,primary_immunology
Immunosuppression,primary_immunology
Compromised immune system ,primary_immunology
Specific Antibody Deficiency,primary_immunology
Classic Natural Killer Deficiency,primary_immunology
